,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
18970,Sacramento Municipal Utility District,16534,Medium General Service Time of Use GS-TOU2 (GUS-M) Secondary,587e9d3a5457a3ee1b316ce9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e9d3a5457a3ee1b316ce9,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS-TOU2.pdf,999,500,,,Secondary,Single and 3-Phase
18971,Sacramento Municipal Utility District,16534,Medium General Service Time of Use GS-TOU2 (GUP-M) Primary,587e9dd95457a31645316ce9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e9dd95457a31645316ce9,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS-TOU2.pdf,999,500,,,Primary,Single and 3-Phase
18973,Sacramento Municipal Utility District,16534,Small General Service Time Of Use GS-TOU3 (GUS-S) Secondary,587e9ecc5457a3d655316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e9ecc5457a3d655316ce6,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS-TOU3.pdf,499,300,,,Secondary,Single and 3-Phase
18974,Sacramento Municipal Utility District,16534,Small General Service Time of Use GS-TOU3 (GUP-S) Primary,587e9f405457a3e05b316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/587e9f405457a3e05b316ce6,Commercial,,https://www.smud.org/assets/documents/pdf/1-GS-TOU3.pdf,499,300,,,Primary,Single and 3-Phase
18975,Salt River Project,16572,E-32 STANDARD PRICE PLAN FOR TIME-OF-USE GENERAL SERVICE,5881048e5457a3f007316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5881048e5457a3f007316ce6,Commercial,"APPLICABILITY:
Service under this price plan is applicable to commercial, business, professional, small industrial and recreational facilities, supplied through one point of delivery and measured through one meter.",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,Single and 3-Phase
18976,Salt River Project,16572,E-34 M-POWER PRICE PLAN FOR PRE-PAY GENERAL SERVICE,588106e65457a32f13316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/588106e65457a32f13316ce6,Commercial,"APPLICABILITY:
Service under this price plan is applicable to commercial, business, professional, small industrial and recreational facilities, supplied through one point of delivery and measured through one meter. Applicability shall be determined in SRP's sole discretion.",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,Single Phase
18977,Salt River Project,16572,E-36 STANDARD PRICE PLAN FOR GENERAL SERVICE,58810aca5457a3f007316ce7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58810aca5457a3f007316ce7,Commercial,"- Assumptions: All riders, fees & fuel adjustments are included in the rate",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,Single and 3-Phase
18978,Salt River Project,16572,E-61 Standard Price Plan For Secondary Large General Service,58810ca15457a3d70e316ce9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58810ca15457a3d70e316ce9,Commercial,"- Assumptions: All riders, fees & fuel adjustments are included in the rate
- This utility rate information was derived from data collected in the fall of 2008.",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,3-Phase
18979,Salt River Project,16572,E-63 STANDARD PRICE PLAN FOR PRIMARY LARGE GENERAL SERVICE,58810db35457a34c01316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58810db35457a34c01316ce6,Commercial,"APPLICABILITY:
Service under this price plan is applicable to customers having monthly billing energy in excess of 300,000 kilowatt-hours (kWh) for three consecutive months, supplied through one point of delivery and measured through one meter at the primary level. The primary level is defined as service not requiring transformation below the voltage level at the low side of a distribution substation. Not available to other customers. Limited to customers whose usage
can be measured by time of day.",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,3-Phase
18980,Salt River Project,16572,E-65 STANDARD PRICE PLAN FOR SUBSTATION LARGE GENERAL SERVICE,58810e5c5457a35973316ce6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58810e5c5457a35973316ce6,Commercial,"APPLICABILITY:
Service under this price plan is applicable to customers having a monthly maximum billing demand in excess of 1,000 kilowatts (kW), whose service is metered at the low side of a dedicated or customer-owned substation transformer(s), supplied through one point of delivery and measured through one or more meters as approved by SRP. Not available to other customers. Limited to customers whose usage can be measured by time of day.",https://www.srpnet.com/prices/pdfx/ratebook.pdf,,,,,,3-Phase
18981,Florida Power & Light Co.,6452,GS-1 (General Service Non Demand),588798225457a35c3d870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/588798225457a35c3d870f90,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,20,,,,,Single Phase
18982,Florida Power & Light Co.,6452,GST-1 (General Service - Non Demand - Time-Of-Use),588798f65457a3454d870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/588798f65457a3454d870f90,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,20,,,,,Single Phase
18983,Florida Power & Light Co.,6452,GSD-1 (General Service Demand),5887999d5457a34f64870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5887999d5457a34f64870f90,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,500,20,,,,Single and 3-Phase
18984,Florida Power & Light Co.,6452,GSDT-1 (General Service Demand -Time-Of-Use),58879a7b5457a35c3d870f91,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58879a7b5457a35c3d870f91,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,500,20,,,,Single and 3-Phase
18985,Florida Power & Light Co.,6452,GSLD-1 (General Service Large Demand),58879bc65457a34f64870f91,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58879bc65457a34f64870f91,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,2000,500,,,,Single and 3-Phase
18986,Florida Power & Light Co.,6452,GLSDT-1 (General Service Large Demand - Time-Of-Use),58879c865457a36d22870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/58879c865457a36d22870f90,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,2000,500,,,,Single and 3-Phase
18987,Florida Power & Light Co.,6452,GSLDT-3 General Service Large Demand-TOU,5887a0bb5457a3ce68870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5887a0bb5457a3ce68870f90,Commercial,,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,,2000,,,Transmission,3-Phase
18988,Florida Power & Light Co.,6452,GSCU-1 General Service Constant Usage,5887a1ad5457a3f77f870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5887a1ad5457a3f77f870f90,Commercial,"Eligibility is restricted to General Service customers whose Maximum kWh Per Service Day, over the current and prior 23 months, is within 5% of their average monthly kWh per service days calculated over the same 24-month period.  Customers under this Rate Schedule shall enter into a General Service Constant Use Agreement. This is an optional Rate Schedule available to General Service customers upon request",https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,20,,,,,Single Phase
18990,Florida Power & Light Co.,6452,MET - Metrorail,5887a2385457a3337f870f90,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5887a2385457a3337f870f90,Commercial,For electric service to MEtropolitan Dade County Electric Transit System at each point of delivery required for the operation fo an electric transit system on continuous and contiguous rights-of-way.,https://www.fpl.com/rates/pdf/Jan2017-Business.pdf,,,,,Primary,3-Phase
18993,Tampa Electric Co,18454,GST TIME-OF-DAY GENERAL SERVICE-NON DEMAND,5887d4295457a3f77f870f93,,kW,,http://en.openei.org/apps/USURDB/rate/view/5887d4295457a3f77f870f93,Commercial,"Applicable for lighting and power in establishments not classified as residential whose energy consumption has not exceeded 9000kWh in any one of the prior twelve (12) consecutive billing periods ending with the current billing period. All of the electric load requirements on the customer's premises must be metered at one (1) point of delivery. For any billing period that exceeds 35 days, the energy consumption shall be prorated to that of a 30-day amount for purposes of administering this requirement. Resale not permitted.",http://www.tampaelectric.com/files/tariff/tariffsection6.pdf,,,,,,Single and 3-Phase
18997,Arizona Public Service Co,803,Extra Small General Service (E-32 XS) Secondary,5890cd065457a388513dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890cd065457a388513dbec0,Commercial,This rate schedule is available in all territory served by the Company at all points where facilities of adequate capacity and the required phase and suitable voltage are adjacent to the sites served.,https://www.aps.com/library/rates/e-32XS.pdf,20,,,,Secondary,
18998,Arizona Public Service Co,803,Extra Small General Service (E-32 XS) Primary,5890ce315457a364753dbec0,,,,http://en.openei.org/apps/USURDB/rate/view/5890ce315457a364753dbec0,Commercial,This rate schedule is available in all territory served by the Company at all points where facilities of adequate capacity and the required phase and suitable voltage are adjacent to the sites served.,https://www.aps.com/library/rates/e-32XS.pdf,20,,,,Primary,
18999,Arizona Public Service Co,803,Small General Service (E-32 S) Secondary,5890d5f55457a388513dbec1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890d5f55457a388513dbec1,Commercial,"This rate schedule is applicable to all Standard Offer and Direct Access customers whose
Average Monthly Maximum Demand is greater than 20 kW and less than or equal to 100 kW per month.",https://www.aps.com/library/rates/e-32S.pdf,100,20,,,Secondary,Single and 3-Phase
19000,Arizona Public Service Co,803,Small General Service (E-32 S) Primary,5890d67a5457a3257d3dbec0,,kW,,http://en.openei.org/apps/USURDB/rate/view/5890d67a5457a3257d3dbec0,Commercial,This rate schedule is available in all territory served by the Company at all points where facilities of adequate capacity and the required phase and suitable voltage are adjacent to the sites served.,https://www.aps.com/library/rates/e-32S.pdf,100,20,,,Primary,
19001,Arizona Public Service Co,803,Medium General Service (E-32 M) Secondary,5890d7165457a3677b3dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890d7165457a3677b3dbec0,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 100 kW and less than or equal to 400 kW per month.,https://www.aps.com/library/rates/e-32M.pdf,400,100,,,Secondary,
19002,Arizona Public Service Co,803,Medium General Service (E-32 M) Primary,5890d7ae5457a3257d3dbec1,,kW,,http://en.openei.org/apps/USURDB/rate/view/5890d7ae5457a3257d3dbec1,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 100 kW and less than or equal to 400 kW per month.,https://www.aps.com/library/rates/e-32M.pdf,400,100,,,Primary,
19004,Arizona Public Service Co,803,Large General Service (E-32 L) Primary,5890d9245457a37c733dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890d9245457a37c733dbec0,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 400 kW per month.,http://www.aps.com/library/rates/e-32L.pdf,,400,,,Primary,
19005,Arizona Public Service Co,803,Extra Small General Service TOU (E-32 XS) Secondary,5890eee35457a3d32a3dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890eee35457a3d32a3dbec0,Commercial,"APPLICATION
This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is 20 kW per month or less.",http://www.aps.com/library/rates/e-32TOUXS.pdf,20,,,,Secondary,Single and 3-Phase
19006,Arizona Public Service Co,803,Extra Small General Service TOU (E-32 XS) Primary,5890f0185457a3cc2a3dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890f0185457a3cc2a3dbec0,Commercial,This rate schedule is available in all territory served by the Company at all points where facilities of adequate capacity and the required phase and suitable voltage are adjacent to the sites served.This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is 20 kW per month or less.,https://www.aps.com/_files/rates/e-32TOUXS.pdf,20,,,,Primary,
19007,Arizona Public Service Co,803,Small General Service TOU (E-32 S) Secondary,5890f1325457a3cd2a3dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890f1325457a3cd2a3dbec0,Commercial,"APPLICATION
This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 20 kW and less than or equal to 100 kW per month.",http://www.aps.com/library/rates/e-32TOUS.pdf,100,20,,,Secondary,Single and 3-Phase
19008,Arizona Public Service Co,803,Small General Service TOU (E-32 S) Primary,5890f1a95457a3021d3dbec0,,kW,,http://en.openei.org/apps/USURDB/rate/view/5890f1a95457a3021d3dbec0,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 20 kW and less than or equal to 100 kW per month.,https://www.aps.com/library/rates/e-32TOUS.pdf,100,20,,,Primary,
19009,Arizona Public Service Co,803,Medium General Service TOU (E-32 M) Secondary,5890f2275457a3cd2a3dbec1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890f2275457a3cd2a3dbec1,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 100 kW and less than or equal to 400 kW per month.,http://www.aps.com/library/rates/e-32TOUM.pdf,400,100,,,Secondary,Single and 3-Phase
19010,Arizona Public Service Co,803,Medium General Service TOU (E-32 M) Primary,5890f2965457a3cc2a3dbec1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890f2965457a3cc2a3dbec1,Commercial,This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 100 kW and less than or equal to 400 kW per month.,https://www.aps.com/library/rates/e-32TOUM.pdf,400,100,,,Primary,
19012,Arizona Public Service Co,803,Large General Service TOU (E-32 L) Secondary,5890f36b5457a3cc2a3dbec2,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5890f36b5457a3cc2a3dbec2,Commercial,"APPLICATION
This rate schedule is applicable to all Standard Offer and Direct Access customers whose Average Monthly Maximum Demand is greater than 400 kW per month.",http://www.aps.com/library/rates/E-32TOUL.pdf,,400,,,Secondary,
19013,Tucson Electric Power Co,24211,Small General Service GS-10 (Three Phase),589109145457a33e463dbec0,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/589109145457a33e463dbec0,Commercial,"When all energy is supplied at one point of delivery and through one metered service.
Not applicable to resale, breakdown, temporary, standby, or auxiliary service. The supply of electric service under a residential Rate schedule to a dwelling involving some business or professional activity will be permitted only where such activity is of only occasional occurrence, or where the electricity used in connection with such activity is small in amount and used only by equipment which would normally be in use if the space were used as living quarters. Where the portion of a dwelling is used regularly for business, professional or other gainful purposes, and any considerable amount of electricity is used for other than domestic purposes, or electrical equipment not normally used in living quarters is installed in connection with such activities referred to above, the entire premises must be classified as non-residential and the appropriate general service rate will be applied.",https://www.tep.com/doc/customer/rates/201%20-%20GS%2010.pdf,,,,,,
